id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1489424,"Welcoming, easygoing, comfy bed, entire level",5294164,Efrat,,FOURTEENTH WARD,42.66719,-73.8158,Private room,50,1,248,2/27/2024,1.94,1,233,50,
2992450,Luxury 2 bedroom apartment,4621559,Kenneth,,THIRD WARD,42.65789,-73.7537,Entire home/apt,70,28,9,8/17/2022,0.08,1,21,0,
3820211,Restored Precinct in Center Sq. w/Parking,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,125,2,292,2/18/2024,2.51,4,360,8,
5651579,Large studio apt  by Capital Center & ESP@,29288920,Gregg,,SECOND WARD,42.64615,-73.75966,Entire home/apt,105,7,337,3/7/2024,3.13,2,79,31,
6623339,Center Sq. Loft in Converted Precinct w/ Parking,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,126,2,306,12/26/2023,2.87,4,0,5,
7563949,Rest or work in peace | Garden | Wifi | Kitchen,39656001,Urbangem,,SECOND WARD,42.64484,-73.75851,Private room,190,1,37,2/19/2023,0.4,6,365,0,
8035768,Entire Beautiful French Victorian 1884,42430824,John M,,TENTH WARD,42.66088,-73.78147,Entire home/apt,,2,56,1/28/2024,0.54,2,365,4,
8035784,Delightful French Victorian,42430824,John M,,TENTH WARD,42.66063,-73.78115,Private room,199,3,18,7/25/2020,0.18,2,179,0,
8915877,"Charming 1BR State Capitol, downtwn",46312980,Robert,,SECOND WARD,42.64603,-73.75986,Entire home/apt,85,3,227,2/23/2024,2.22,1,311,3,
9005989,"Studio in The heart of Center SQ, in Albany NY",17766924,Sugey,,SIXTH WARD,42.65559,-73.76506,Entire home/apt,87,1,580,2/25/2024,6.27,1,0,39,
9501054,Spacious suite with full bath by Capital  Center,29288920,Gregg,,SECOND WARD,42.64734,-73.75851,Private room,61,2,370,3/7/2024,3.75,2,138,39,
10768745,Alb hospital area studio bath wifi. (Red),5691268,Elizabeth,,FOURTEENTH WARD,42.66078,-73.80553,Entire home/apt,50,1,631,2/29/2024,6.4,2,112,98,
11253948,/Fire Place Bungalow\ 1917 SUNY Eagle 6Beds 2Baths,4259750,Peter,,FIFTEENTH WARD,42.67567,-73.82438,Entire home/apt,243,1,145,2/25/2024,1.53,9,0,23,
11639446,$55twin($30 foreign student)FreeBF Noa/c no smoke,61700428,Adam,,ELEVENTH WARD,42.67583,-73.78297,Private room,55,1,231,2/29/2024,2.44,2,363,16,
12284708,"Well Lit Modern Room, Perfect Location Albany",36438637,Chad,,TENTH WARD,42.65912,-73.78349,Private room,45,10,61,10/26/2019,0.64,4,282,0,
12799126,Private Room in the Hearth of the Albany,69729286,Musab,,SIXTH WARD,42.65154,-73.76867,Private room,50,5,28,2/6/2024,0.65,2,364,7,
13083497,Pristine Cape Cod on the Creek! 4 Large Bedrooms,1364123,Akhilesh,,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,219,2,174,1/6/2024,1.86,1,299,14,
14316232,"Unique Modern Room, Perfect Location Albany",36438637,Chad,,TENTH WARD,42.65726,-73.78219,Private room,45,10,48,1/7/2024,0.52,4,313,3,
14989805,/Miller Colonial\ 1946 SUNY Eagle Hill 5Bed 2Baths,4259750,Peter,,FIFTEENTH WARD,42.673512,-73.819679,Entire home/apt,333,1,85,1/28/2024,0.95,9,355,22,
15580397,Albany Med/Dwtn Albany/Colleges/BLUE RM/ Share,89705052,Share,,NINTH WARD,42.65651,-73.77887,Private room,56,2,40,3/8/2024,0.48,4,112,8,
16531782,On a little park in Albany pine hills. (Blue),5691268,Elizabeth,,FOURTEENTH WARD,42.66075,-73.80605,Entire home/apt,70,1,353,2/29/2024,7.65,2,295,115,
17238066,"$53($25 foreign student)Twin, noa/cno
Smoke freeBF",61700428,Adam,,FIFTH WARD,42.67614,-73.78169,Private room,53,3,130,9/11/2023,1.55,2,365,2,
17514620,Cozy Modern Room Perfect Location Albany,36438637,Chad,,TENTH WARD,42.6584,-73.78309,Private room,45,10,53,1/30/2024,0.62,4,342,6,
17552120,Comfy space in lovely home (Master/Lilac Bedroom),20738797,Aaron,,FOURTEENTH WARD,42.65729,-73.80321,Private room,62,1,33,3/1/2024,0.4,1,26,2,
18341426,/Sauna Ranch 1961\ SUNY Eagle Hill 4Beds 1Bath,4259750,Peter,,FIFTEENTH WARD,42.67637,-73.82395,Entire home/apt,306,1,57,6/26/2022,0.78,9,365,0,
19527043,Charming 1 Bedroom in a Historic Residential Home,15223767,Ed,,NINTH WARD,42.65312,-73.78161,Private room,70,1,71,10/22/2023,1.08,3,242,19,
19571496,Modern Studio Perfect Location Albany,36438637,Chad,,TENTH WARD,42.6585,-73.78414,Private room,50,14,27,2/17/2024,0.39,4,365,3,
19663012,Garden Facing Room | Wifi | Shared Kitchen,39656001,Urbangem,,SECOND WARD,42.6436,-73.75887,Private room,169,1,17,8/28/2021,0.21,6,179,0,
20138691,Sparkling Clean Room In A Lovely Home In Albany,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,60,4,19,7/3/2020,0.26,6,313,0,
20212108,A Peaceful suite 10ppl w/Yard Near Mansion and MVP,39656001,Urbangem,,SECOND WARD,42.64355,-73.75712,Private room,249,2,5,1/28/2023,0.09,6,179,0,
20518708,KingBedMemory Foam W/TV Desk&AC LovelyHomeInAlbany,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,12,3/4/2020,0.2,6,313,0,
20519453,PeaceAndTranquility QueenBedTvAcDesk BigCloset,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,16,4/24/2020,0.22,6,313,0,
20519722,QueenBedW/TVDeskAC SuperCleanAndQuietIn Albany,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,80,4,8,8/12/2020,0.12,6,313,0,
20519807,AllThe ComfortsOfHome TVDeskAC inThisLovelyHome,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Private room,60,4,32,7/8/2020,0.44,6,70,0,
20519885,30%OffMonthlyStays FamilyOrBusiness InCity,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,,4,92,2/20/2024,1.19,6,311,20,
20620135,/Red Warhol Ranch\ 1959 SUNY Eagle Hill 4beds1Bath,4259750,Peter,,FIFTEENTH WARD,42.675,-73.82382,Entire home/apt,196,1,55,12/31/2022,0.71,9,254,0,
20633175,"Garden Apartment, on the Park, close to Capital.",65414985,James,,SEVENTH WARD,42.64939,-73.76865,Entire home/apt,126,2,130,5/28/2023,1.79,2,298,1,
20671966,The Metropolitan,98744672,Bela,,NINTH WARD,42.65532,-73.78244,Entire home/apt,85,2,39,6/1/2023,0.49,8,212,1,
21052414,Cozy bedroom with (2) walk-in closets,135717458,Chad,,THIRTEENTH WARD,42.66565,-73.77975,Private room,40,10,40,12/8/2023,0.58,3,338,5,
21392315,The Blair Suite,98744672,Bela,,NINTH WARD,42.65372,-73.78244,Entire home/apt,70,2,111,2/19/2024,1.45,8,275,14,
21449583,/zBig Blue Ranch\ 1962 SUNY Eagle Hill 4Beds 2Bath,4259750,Peter,,FIFTEENTH WARD,42.67547,-73.82402,Entire home/apt,570,4,8,7/27/2018,0.11,9,365,0,
21752534,"NEW LISTING! Modern, completely updated, LOCATION!",152762198,Allen,,TENTH WARD,42.66045,-73.77833,Entire home/apt,69,2,156,2/19/2024,2.04,9,354,12,
21769213,Cozy downstairs bedroom in quiet neighborhood!,135717458,Chad,,ELEVENTH WARD,42.66572,-73.77834,Private room,35,10,24,3/1/2024,0.32,3,244,6,
21769439,Cozy upstairs room with (1) walk-in closet,135717458,Chad,,ELEVENTH WARD,42.66703,-73.77842,Private room,35,10,22,2/11/2024,0.29,3,251,4,
22398196,Elegant Guest Suite in our beautiful Victorian!,98744672,Bela,,NINTH WARD,42.65501,-73.78122,Private room,55,2,105,1/11/2024,1.4,8,303,18,
22431640,"Bright Central Apartment Near Hospital, Park and",108848737,Jake,,SEVENTH WARD,42.64717,-73.77135,Entire home/apt,80,1,434,2/28/2024,6.07,2,64,28,
24120690,One Bedroom apartment with private entrance,156446839,Domini,,FOURTEENTH WARD,42.65975,-73.81196,Private room,75,2,120,2/2/2024,1.67,1,0,23,
24606880,The Western Suite,98744672,Bela,,NINTH WARD,42.65431,-73.78178,Private room,55,2,40,3/8/2024,0.61,8,316,4,
24655782,⭐⭐Check it out! This apartmnt has a bunch of great,108848737,Jake,,SEVENTH WARD,42.6477,-73.7714,Entire home/apt,77,1,355,1/1/2024,4.98,2,0,39,
25549565,Quiet and Pretty in the Heart of Center Square,9666970,Janet,,SIXTH WARD,42.65345,-73.7645,Entire home/apt,70,1,777,2/22/2024,11.08,1,0,131,
25976514,City Feel - Green Room,31757246,Leiba,,SIXTH WARD,42.65333,-73.77293,Private room,100,3,12,7/27/2023,0.17,1,359,1,
26139592,Garden Apartment in Ctr. Square: Monthly Discounts,6833937,Farah,,SIXTH WARD,42.65403,-73.76325,Entire home/apt,89,2,107,2/1/2024,1.57,1,0,10,
27670660,The Rock & Roll Suite,98744672,Bela,,NINTH WARD,42.65430832,-73.78177643,Private room,55,2,21,9/10/2023,0.34,8,354,16,
27692601,Albany Cozy home with fireplaces and Sunroom,202580880,Rosanne,,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,,3,14,10/8/2022,0.21,1,179,0,
28341274,Private room in historic building on the park,54394342,Alice,,SIXTH WARD,42.65821,-73.76917,Private room,75,1,62,2/28/2024,0.93,1,301,20,
28400263,Private Room in Historic Residential Home,15223767,Ed,,NINTH WARD,42.65464,-73.78348,Private room,50,1,244,2/8/2024,3.77,3,234,30,
28519423,Alb Med/Dwtn Alb/Colleges/RED RM.  Share,89705052,Share,,TENTH WARD,42.65746,-73.77904,Private room,56,2,60,2/10/2024,0.91,4,112,16,
28722270,✍Historic Loft Suite @ Downtown Albany,44434571,Earl,,SECOND WARD,42.64535,-73.75365,Entire home/apt,91,1,616,3/6/2024,9.56,6,0,41,
28868857,⭐Cozy Garden Suite Full Amenities @Downtown Albany,44434571,Earl,,SECOND WARD,42.64535,-73.75365,Entire home/apt,62,1,541,3/4/2024,8.48,6,299,76,
28929840,"Capital Connection:
Upscale spacious private suite",194113768,Rachel,,FOURTH WARD,42.6737,-73.75313,Private room,95,1,6,5/27/2023,0.09,1,178,1,
29605579,Funky Urban 1 Bedroom Apt w/ Parking in Center Sq,19648678,Terra,,SIXTH WARD,42.65235,-73.76714,Entire home/apt,119,2,88,9/4/2023,1.35,4,346,8,
30189794,Seashore Suite At The Inn on South Lake,98744672,Bela,,NINTH WARD,42.6533,-73.78114,Private room,55,2,63,12/30/2023,1.01,8,0,11,
31210362,Nest in Hazel,160340958,Jon,,FIFTEENTH WARD,42.67519,-73.82281,Private room,39,2,27,5/14/2023,0.43,1,365,1,
32279028,"Cosy, comfy and quiet for one",172223381,Diana,,EIGHTH WARD,42.64936,-73.80278,Private room,,1,196,2/29/2024,3.19,2,0,41,
32450400,Moroccan Sands,97330032,Sherrell,,FOURTH WARD,42.6761,-73.73825,Private room,122,3,0,,,1,179,0,
32993402,✨Historic Full Amenities 2BR Apt @Downtown Albany,44434571,Earl,,SECOND WARD,42.64563,-73.75311,Entire home/apt,103,1,404,12/26/2023,6.67,6,189,34,
33558235,"❣️Historic, Spacious & Fun 2BR Apt @Dwtown Albany",44434571,Earl,,SECOND WARD,42.64585,-73.75297,Entire home/apt,100,1,395,12/1/2023,6.63,6,334,40,
34330970,Muhammed Ali Lounge & Pool Hall ⬢⬡,232967878,Diana,,SECOND WARD,42.64335,-73.7579,Entire home/apt,141,1,249,2/25/2024,4.3,22,0,55,
35793179,Cozy Bedroom in Historic Residential Home,15223767,Ed,,SEVENTH WARD,42.65259,-73.78223,Private room,50,1,151,2/18/2024,2.66,3,226,46,
35914565,The Poker Room ♤ Downtown Albany,232967878,Diana,,SECOND WARD,42.64506,-73.75727,Entire home/apt,100,1,260,2/18/2024,4.56,22,73,53,
36443605,"Sophisticated, Chic 2BR in the heart of Albany",188679144,Elizabeth,,THIRTEENTH WARD,42.66619,-73.79031,Entire home/apt,110,2,51,2/18/2024,0.9,8,365,4,
38321579,Comfy and quiet,172223381,Diana,,EIGHTH WARD,42.65085,-73.80239,Private room,55,1,294,3/2/2024,5.36,2,144,98,
39093517,Secure 5-Star Oasis with Purified Air & Parking,299638115,Dominick And Flerida,,SIXTH WARD,42.65507,-73.76138,Entire home/apt,151,4,37,2/18/2024,0.71,3,361,2,
39698576,Huge Designer 1 bed close to Albany Med,188679144,Elizabeth,,NINTH WARD,42.65483,-73.78033,Entire home/apt,85,5,23,9/22/2023,0.43,8,350,1,
39836487,Completely Renovated Center Square Top FL Studio,306508346,Adem,,SIXTH WARD,42.65547,-73.7651,Entire home/apt,78,1,247,2/29/2024,4.67,2,69,68,
39864828,Stunning Bungalo-style Loft in downtown Albany,10313615,Matthew,,FOURTH WARD,42.66091,-73.74285,Entire home/apt,217,1,225,3/10/2024,4.44,1,254,29,
39873571,Lovely 2 bedroom apartment in downtown Albany.,306508346,Adem,,THIRD WARD,42.65682,-73.76298,Entire home/apt,78,1,139,8/30/2023,6.6,2,172,53,
40491172,"Renovated, private parking,location, washer dryer!",152762198,Allen,,THIRTEENTH WARD,42.66827,-73.79231,Entire home/apt,95,2,101,2/17/2024,1.95,9,0,18,
40828178,Comfortable! One Bedroom A/C Apartment Queen Bed,47491906,Lloyd,,FOURTH WARD,42.67773,-73.73899,Entire home/apt,109,1,166,8/7/2023,3.28,1,229,4,
40897436,Historic Home Away from Home,50283047,Ellen,,SIXTH WARD,42.65592,-73.76259,Entire home/apt,115,7,26,11/27/2023,0.51,1,170,4,
41319631,Modern Carriage in the Heart of Albany,59864591,Daniel,,SIXTH WARD,42.65115,-73.7668,Entire home/apt,92,30,4,1/6/2023,0.11,1,37,0,
42009788,Chic & Stylish 2BR with separate entrance downtown,188679144,Elizabeth,,SIXTH WARD,42.65315,-73.76202,Entire home/apt,110,7,22,12/30/2023,0.44,8,365,6,
42092736,Private Bedroom in Cozy Ranch Home,41400541,John,,FOURTEENTH WARD,42.66403,-73.81446,Private room,45,1,141,3/6/2024,2.86,1,159,51,
42391372,Central Albany Apartment: Walk to State Capitol!,121680792,Evolve,,SECOND WARD,42.6469,-73.75761,Entire home/apt,,3,27,10/27/2022,0.6,5,355,0,
42567833,Homey,339085327,Arkady,,NINTH WARD,42.65567,-73.7854,Entire home/apt,,70,0,,,1,365,0,
42763847,Charming dog friendly home with private yard!,649068,Anthony,,FIRST WARD,42.63876,-73.78535,Entire home/apt,,1,92,12/31/2023,1.95,1,145,21,
43208391,Historic Downtown Albany Apartment,272907816,Angela,,SECOND WARD,42.64453,-73.75426,Entire home/apt,117,2,80,2/28/2024,1.9,4,75,14,
43459803,Luxury & Safety in Center Square + Parking,299638115,Dominick And Flerida,,SIXTH WARD,42.65556,-73.76205,Entire home/apt,175,4,15,3/1/2024,0.4,3,365,4,
43736299,*The Blue House* Incredible 3 Bedroom Apartment,349460842,Scott,,TENTH WARD,42.66257,-73.78281,Entire home/apt,145,1,110,2/21/2024,2.45,5,356,26,
43955950,* Quaint home located in residential neighborhood*,232967878,Diana,,EIGHTH WARD,42.64383,-73.78926,Entire home/apt,245,2,68,2/24/2024,1.52,22,0,21,
44180048,Historic Queen Studio Across from Washington Park!,355777684,Lloyd,,SIXTH WARD,42.65935,-73.76805,Entire home/apt,109,1,326,3/2/2024,7.33,3,349,70,
44265426,Parkside Queen 1 Bedroom (1800's) Brownstone!,355777684,Lloyd,,SIXTH WARD,42.66006,-73.76966,Entire home/apt,119,1,282,2/28/2024,6.41,3,262,55,
44450012,Spacious upscale luxury apartment with huge yard,353498132,Michael,,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,,13,22,12/21/2023,0.51,5,251,2,
45024912,Private Apt Queen 1 Bed Sanctuary with many Extras,362851072,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,119,1,119,3/3/2024,2.76,1,0,19,
45074220,"Historic Albany, Loft Apartment",272907816,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,97,2,30,2/28/2024,0.99,4,10,6,
45313545,Adorable & Trendy 1 Bd Apt Minutes to Albany Med!,165293595,Kori,,NINTH WARD,42.6545,-73.78223,Entire home/apt,79,2,108,2/24/2024,2.61,1,143,41,
45334218,"3 bedrooms. Alb/Med, colleges, Dtwn Alb. Share",89705052,Share,,TENTH WARD,42.65842,-73.77869,Private room,175,2,0,,,4,6,0,
45528939,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,47625981,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,120,1,83,11/30/2023,2.18,15,342,22,
45529316,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,47625981,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,122,1,95,2/18/2024,2.5,15,0,23,
45529447,★ 2 BEDROOM / 1 BATH TRENDY Apt ★ Downtown Albany,47625981,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,140,1,118,2/9/2024,3.12,15,0,24,
45804322,Home in Heart of Pine Hills,124848440,Emilie,,TENTH WARD,42.66137,-73.7904,Private room,100,1,140,3/1/2024,3.38,1,72,58,
46894493,Our Antique Bungalow,69789449,Dan,,NINTH WARD,42.65311,-73.78525,Entire home/apt,175,1,203,3/5/2024,5.39,1,244,58,
47334913,"Newly renovated,Amazing Location,private parking",152762198,Allen,,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,92,3,61,3/1/2024,1.61,9,163,21,
47345872,Bright large 1 bdr loft in Center Sq -free parking,19648678,Terra,,SIXTH WARD,42.65345,-73.76663,Entire home/apt,125,2,40,9/3/2023,1.06,4,0,12,
47408047,"Quiet cozy apartment, private laundry, great spot!",152762198,Allen,,FOURTEENTH WARD,42.67156,-73.80883,Entire home/apt,79,3,42,3/5/2024,1.13,9,357,13,
47440071,Lux Loft Suite in Historic Jesse Buel House,382970529,Thomas,,THIRTEENTH WARD,42.6692,-73.79849,Private room,95,2,113,12/19/2023,2.95,10,0,34,
47828453,"Secure, Safe & Sanitized 2Bd Work, Relax in Albany",299638115,Dominick And Flerida,,THIRD WARD,42.656,-73.76123,Entire home/apt,166,4,16,2/19/2024,0.43,3,361,1,
47902629,"Renovated 2br/2ba, close to Alb Med & St. Petes.",21886921,David,,THIRTEENTH WARD,42.66744,-73.79216,Entire home/apt,125,14,7,1/1/2024,0.2,2,276,1,
47943571,Downtown Albany 1 Bed + Workstation @ Maiden Lane,385664127,Dillon,,THIRD WARD,42.65118087,-73.75273894,Entire home/apt,109,1,133,3/5/2024,3.56,2,317,44,
48052353,*The Rustic Home* 3 Bedroom Second Floor Apartment,349460842,Scott,,TENTH WARD,42.66261,-73.78332,Entire home/apt,147,1,146,2/25/2024,3.9,5,293,33,
48124042,Downtown Albany 2 Bedroom + Workstation @ The Mark,385664127,Dillon,,THIRD WARD,42.64981845,-73.75090228,Entire home/apt,117,1,174,3/5/2024,5.51,2,214,48,
48172884,The Down Under Suite,98744672,Bela,,NINTH WARD,42.65399,-73.78126,Private room,45,2,51,2/28/2024,1.39,8,0,23,
48470454,"/ New Giant Victorian \ 7beds 6 baths + 2x 85"" TVs",4259750,Peter,,THIRTEENTH WARD,42.66526413,-73.78692627,Entire home/apt,,2,29,12/3/2023,1.45,9,0,22,
48599533,Capital View I,392074908,Jerry,,SIXTH WARD,42.65429,-73.75986,Entire home/apt,88,2,93,2/28/2024,2.95,5,351,21,
49886937,VACATION TIME,219746338,Nicola,,FOURTH WARD,42.65854,-73.74926,Shared room,45,1,0,,,1,359,0,
50171851,Beautiful Center Square Garden-Level Unit,48490017,Todd,,SIXTH WARD,42.65157,-73.76546,Entire home/apt,109,2,144,3/3/2024,4.6,1,190,58,
50207226,★ RARE 1BR Apt with Character GREAT Location! W/D★,47625981,Linda,,FOURTH WARD,42.65888,-73.74673,Entire home/apt,115,1,68,11/1/2023,2.03,15,0,14,
50211226,Quiet Studio By Washington Park | Walkable!,105597161,Jake & Kate,,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,110,2,149,3/3/2024,5.57,1,255,69,
50354540,Designer 2BED Heart of Center Square,188679144,Elizabeth,,SIXTH WARD,42.65333,-73.76402,Entire home/apt,,3,9,8/13/2023,0.27,8,362,5,
50639032,"Sunny Queen bed, Quiet w/Beautiful Garden",172539578,David Yisrael,,FIFTEENTH WARD,42.67945,-73.81647,Private room,63,3,36,8/28/2023,1.2,3,159,5,
50890336,"★CHIC, Renovated Brownstone★ in PRIME DT Albany",47625981,Linda,,FOURTH WARD,42.65901,-73.74748,Entire home/apt,120,1,39,10/8/2023,1.23,15,361,9,
51230498,"Chic-romantic, center-city, hotel-style apartment.",414738935,Sonya,,THIRD WARD,42.66064,-73.76074,Entire home/apt,64,1,211,2/17/2024,6.59,1,0,61,
51461480,🍃Chic & Cozy Near Washington Park Garden Suite,416799784,Rosie,,TENTH WARD,42.65969,-73.77564,Entire home/apt,93,7,21,3/31/2023,0.72,1,128,1,
51503537,Walk to Everything Downtown Albany! Luxury Apt!,394420519,All Seasons,,THIRD WARD,42.65061,-73.75006,Entire home/apt,105,4,7,2/23/2023,0.23,1,175,0,
51560588,Steps 2 Capital,392074908,Jerry,,SIXTH WARD,42.65431,-73.75997,Entire home/apt,,365,42,9/10/2023,1.34,5,364,5,
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,Linda,,FOURTH WARD,42.65856,-73.74866,Entire home/apt,115,1,65,2/18/2024,2.07,15,358,23,
51592836,Lovely 1 Bedroom Unit In Historic Brownstone!,60293220,David,,THIRD WARD,42.65812,-73.74941,Entire home/apt,85,3,69,2/19/2024,2.34,3,344,25,
51710034,Empire Plaza View I,392074908,Jerry,,SIXTH WARD,42.65269,-73.76076,Entire home/apt,88,2,32,11/12/2023,1.04,5,221,10,
51960331,"Tuscan Garden Apt at Café Capriccio Albany, NY",418024477,Marlene,,SECOND WARD,42.64684,-73.75614,Entire home/apt,125,1,80,3/10/2024,2.65,1,162,13,
52042995,A-Room for students & professionals close to all.,160832560,Luke,,FIFTEENTH WARD,42.67643,-73.82903,Private room,40,2,21,11/12/2023,0.76,1,329,8,
52152157,"Modern space, everything you could want!",152762198,Allen,,FIRST WARD,42.63066,-73.77357,Entire home/apt,99,3,50,2/26/2024,1.67,9,122,15,
52241973,Garden Apartment in Historic Center Square Home,35465673,Jason,,SIXTH WARD,42.65641,-73.76413,Entire home/apt,87,1,205,2/29/2024,7.01,1,0,78,
